isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,description_length,book_age,tag_clean
9780789496102,0789496100,The Story of Christianity,,Michael Collins;Matthew Arlen Price;Mabel Collins;Senior Lecturer in Hydrogeology M Price,Christianity,https://books.google.com/books/content?id=tEGJNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Providing a truly global view of Christianity across all denominations, ""The Story of Christianity"" covers the Old Testament to the present day. Beautifully illustrated, clearly presented, and written in a lucid and accessible style.",2003,5.0,298.0,2.0,34,23,christianity
9780791414194,0791414191,German Mysticism From Hildegard of Bingen to Ludwig Wittgenstein,A Literary and Intellectual History,Andrew Weeks,Literary Criticism,https://books.google.com/books/content?id=YtM16IJxv2IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This book offers the reader an introduction to the writings of Hildegard of Bingen, Meister Eckhart, Tauler, Nicholas of Cusa, Paracelsus, Jacob Boehme, Angelus Silesius, Novalis and includes the more recent thinkers, such as Schopenhauer and Wittgenstein, who were influenced by the tradition. It is the first study of its scope to take into account the much ignored historical preconditions of German mysticism and the first to trace the thematic evolution of mystical literature from a core of biblical and Augustinian materials. It also follows in the footsteps of recent scholarship in showing how German mysticism interacts with other currents in intellectual history such as the Reformation, Romanticism, or Modernism. Instead of murky generalizations, the reader will find clear discussions of representative literary documents, analyzed with an eye to theme, source, style, function, and influence.",1993,4.5,298.0,,135,33,literary criticism
9780791422601,0791422607,Israel,The First Decade of Independence,S. Ilan Troen;Noah Lucas,History,https://books.google.com/books/content?id=Px35248-60MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This book provides new interpretations and research findings, from a wide spectrum of viewpoints, on Israel's formative first decade of independence.",1995,4.5,804.0,,21,31,history
9780791432310,0791432319,Logic and Existence,,Jean Hyppolite,Philosophy,https://books.google.com/books/content?id=RbLiT8tY-RgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This first English translation illuminates Hegelianism's most obscure dialectical synthesis: the relation between the phenomenology and the logic. This book is essential for understanding the development of French thought in this century.,1997,4.5,240.0,,32,29,philosophy
9780791434758,0791434753,Electronic Discourse,Linguistic Individuals in Virtual Space,Boyd H. Davis;Jeutonne Brewer;Jeutonne Patten Brewer,Language Arts & Disciplines,https://books.google.com/books/content?id=Kz11jvHsed4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Investigates the new world of computer conferencing and details how writers use language when their social interaction is exclusively enacted through text on screens.,1997,4.5,240.0,,24,29,language arts & disciplines
9780791438152,0791438155,The Integrity of the Yoga Darśana,A Reconsideration of Classical Yoga,Ian Whicher,Philosophy,https://books.google.com/books/content?id=_Qo9K9hPvQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Maintains that the Yoga-Sutras do not advocate abandonment of the world, but rather support a stance that enables one to live more fully in the world without being enslaved by worldly identification.",1998,4.5,442.0,,32,28,philosophy
9780791440643,0791440648,Mystical Moments and Unitive Thinking,,Dan Merkur,Religion,https://books.google.com/books/content?id=8qVCSOByzmEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Merkur proposes an alternative to the traditional psychoanalytic explanation of mystical experiences as regression to the solipsism of earliest infancy. He does this by viewing unitive thinking as a line of cognitive development, and mystical moments as creative inspirations on unitive topics. Utilizing classical self-reports by Christian, Jewish, and Muslim mystics, Patanjali’s Yoga Sutras, and modern Western peak experiences, Merkur argues that experiences of mystical union are manifestations of a broader category of psychological processes that manifest in scientific and moral thought, as well as in mysticism. Unconscious as well as conscious, unitive thinking is sometimes realistic and sometimes fantastic, in patterns that are consistent with cognitive development in general. Mystical moments of unitive thinking may be considered moments of creative inspiration that happen to make use of unitive ideas. Building on the psychoanalytic object-relations theory that the self is always in relationship with an object, Merkur argues that the solipsism of some varieties of mystical union always implies unconscious ideas of a love object who is transcendent.",1999,4.5,204.0,,168,27,religion
9780791454992,0791454991,Yoga and Psychology,"Language, Memory, and Mysticism",Harold Coward,Religion,https://books.google.com/books/content?id=EE5Rajh8K_MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Explores the influence of yoga in the seminal Indian philosophy of Bhartrhari and in the Western psychology of Freud, Jung, and the transpersonalists, providing unique insights into the differences between Eastern and Western concepts of human nature.",2002,5.0,132.0,1.0,37,24,religion
9780791461075,0791461076,Encounters with God in Augustine's Confessions,Books VII-IX,Carl G. Vaught,Religion,https://books.google.com/books/content?id=eM7MrhxmxNoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,This reappraisal of the middle section of Augustine's Confessions covers the period of Augustine's conversion to Christianity. The author argues against the prevailing Neoplatonic interpretation of Augustine.,2004,4.5,192.0,,27,22,religion
9780791495230,079149523X,Authority and Political Culture in Shi'ism,,Saïd Amir Arjomand,History,https://books.google.com/books/content?id=yQg2oLkYFrUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The major theme of this book is authority in Shi`ism with special emphasis on its institutionalization in different historic periods from the beginning of Shi`ism in the Middle Ages to the present. Part I presents new material on important or neglected issues that are at the center of current scholarly debate, including the fundamental relationship between knowledge and authority in pristine Shi`ism, aspects of popular culture in medieval Shi`ism, the institutionalization of religious authority in Shi`ite Iran from the 16th to 18th centuries, and the centralization of religious authority in the 19th century. The editor provides an analysis of the ideological revolution in Shi`ism during the 1970s and 1980s. Important documents and primary sources have been selected for Part II representing the major trends in the history of Shi`ism. With two exceptions, these sources have neither been available in English translation nor easily accessible in the original Arabic or Persian. An extensive introduction by the editor effectively connects Parts I and II of the book.",1988,4.5,416.0,,165,38,history
9780792189527,0792189523,Serving Sara,,Dan Halsted;David Ronn;Matthew Perry;Elizabeth Hurley;Jay Scherick;Paramount Pictures Corporation (1914-1927);Bruce Campbell;Amy Adams;Reginald Hudlin;Vincent Pastore;Cedric (the Entertainer);Jerry Stiller;Joe Viterelli;Marcus Miller;Paramount Home Video (Firm);Robert Brinkmann;Jim Miller;Mandalay Pictures;Francine Jamison-Tanchuck;Rusty Smith;Illusion (Firm);Halsted Pictures (Firm),Businesswomen,https://books.google.com/books/content?id=SeqsSgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A process server crosses the path of a wealthy entrepreneur whose husband wants to help himself to her hard-earned fortune.,2003,4.5,92.0,,20,23,businesswomen
9780792253143,0792253140,National Geographic Field Guide to the Birds of North America,,Jon Lloyd Dunn;Jonathan K. Alderfer,Nature,https://books.google.com/books/content?id=gA-rfkTZi1YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Describes and presents color illustrations and range maps for 967 North American bird species, covering their physical characteristics, behavior, habitats, and vocalizations.",2006,4.0,512.0,1.0,22,20,nature
9780792253167,0792253167,I Lie for a Living,Greatest Spies of All Times,Antony Shugaar,Political Science,https://books.google.com/books/content?id=FAzaVj2AVIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Organized thematically into such categories as Femme Fatales or The Traitor Next Door, a collection of spy biographies portrays the lives and careers of masters of espionage from around the world, with profiles of Mata Hari, Christopher Marlowe, Graham Greene, Aldrich Aimes, Robert Hansson, and many others.",2006,4.5,196.0,,47,20,political science
