isbn13,title,authors,description,categories,tag_clean,thumbnail,average_rating,ratings_count,published_year,num_pages,description_length,book_age,joy,sadness,anger,fear,surprise,disgust,neutral,top_emotions
9780393058260,"Power, Faith, and Fantasy",Michael B. Oren,"Covering more than two hundred years of history, a study of American involvement in the Middle East examines the diverse roles of American statesmen, merchants, soldiers, missionaries, explorers, and others in shaping this troubled region.",History,history,http://books.google.com/books/content?id=3DkX6Uo0gwIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98,1464.0,2007,832.0,35,17,0.0051,0.2736,0.0118,0.2029,0.0167,0.1023,0.3877,"neutral,sadness"
9780393058475,Six Frigates,Ian W. Toll,"Describes the origins and early history of the American Navy, discussing the debates by the founding fathers over the need for a permanent military, the decision to construct six heavy frigates, the campaign against Tripoli, and the war of 1812, including the confrontation between the USS Constitution and HMS Guerriere that raised the U.S. to a global power. 70,000 first printing.",History,history,http://books.google.com/books/content?id=q9xfGcwEEqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.32,3781.0,2006,560.0,61,18,0.0082,0.0048,0.0169,0.0153,0.0455,0.0134,0.8958,"neutral,surprise"
9780393059465,The Annotated Uncle Tom's Cabin,Harriet Beecher Stowe;Professor Harriet Beecher Stowe,"An interpretation of the American classic refutes statements about the work's dehumanizing qualities as cited by James Baldwin in 1955, explaining how it served to raise period awareness about slavery and abolitionism and continues to provide insight into modern race relations and other social issues. 30,000 first printing.",Fiction,fiction,http://books.google.com/books/content?id=bSaWhPgOOpMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,160.0,2007,528.0,48,17,0.0083,0.0094,0.0212,0.0179,0.0094,0.626,0.3078,"disgust,neutral"
9780393059953,Civilization and Its Discontents,Sigmund Freud,Presents the eminent Austrian psychoanalyst's views on the irreconcilable antagonism between instinctual drives and the repressive attitudes of civilization.,History,history,http://books.google.com/books/content?id=AW3z38T3u7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77,211.0,2005,192.0,19,19,0.0186,0.0193,0.179,0.0663,0.0193,0.1732,0.5244,"neutral,anger"
9780393060416,The 9/11 Commission Report,National Commission on Terrorist Attacks upon the United States,Provides the final report of the 9/11 Commission detailing their findings on the September 11 terrorist attacks.,History,history,http://books.google.com/books/content?id=fNqdmUnqTJUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58,145.0,2004,624.0,17,20,0.0159,0.0373,0.0208,0.4783,0.0335,0.0083,0.4059,"fear,neutral"
9780393060911,Coach,Michael M. Lewis,"Recounts a turning point in the author's life, an event during which a baseball coach gave him the ball at a key point in a game and conveyed such trust that the author was inspired to perform beyond his own expectations.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=qk0fOq0ra7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.82,1367.0,2005,96.0,41,19,0.3126,0.0045,0.0096,0.0175,0.0232,0.0379,0.5947,"neutral,joy"
9780393061062,Will Eisner's New York,Will Eisner,A quartet of graphic works explores the lives and landscapes of the diverse inhabitants of the urban jungle of the Big Apple.,Comics & Graphic Novels,comics & graphic novels,http://books.google.com/books/content?id=RdOf4x1MKz4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.36,1242.0,2006,421.0,22,18,0.3511,0.0144,0.0091,0.0111,0.0159,0.1996,0.3987,"neutral,joy"
9780393061437,IWoz,Steve Wozniak;Gina Smith,"The high-tech wizard behind Apple offers a personal account of the creation of the first personal computer by marrying computer circuitry with a video screen and a typewriter keyboard to create the affordable, easy-to-use Apple I, detailing his life before and after Apple and providing a personal perspective on an invention that ignited the computer revolution. 50,000 first printing.",Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=EvcYzF0uLXQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,3523.0,2006,313.0,59,18,0.0402,0.0042,0.0063,0.0031,0.1158,0.0031,0.8273,"neutral,surprise"
9780393061635,The Making of the Fittest,Sean B. Carroll,"A geneticist and author of Endless Forms Most Beautiful discusses the role of DNA in the evolution of life on Earth, explaining how an analysis of DNA reveals a complete record of the events that have shaped each species and how it provides evidence of the validity of the theory of evolution.",Science,science,http://books.google.com/books/content?id=zHQZy0Z7BcoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,2532.0,2006,304.0,52,18,0.1597,0.0044,0.008,0.0027,0.024,0.0154,0.7857,"neutral,joy"
9780393064988,The Richness of Life,Stephen Jay Gould,"Collects forty-four key segments from the late paleontologist and evolutionary biologist's books, papers, and essays, in a collection that includes an assortment of previously unpublished articles and speeches.",Science,science,http://books.google.com/books/content?id=yfXJhKmp1wUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25,350.0,2007,672.0,28,17,0.026,0.0059,0.0087,0.0017,0.0464,0.0053,0.906,"neutral,surprise"
9780393090024,Anton Chekhov's Short Stories,Anton Pavlovich Chekhov;Ralph E. Matlaw,"The thirty-four stories in this volume span Chekhov s creative career.""",Fiction,fiction,http://books.google.com/books/content?id=ExOJQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.35,2633.0,1979,384.0,11,45,0.2911,0.049,0.0156,0.0096,0.038,0.0204,0.5764,"neutral,joy"
9780393093124,"Three Plays of Euripides: Alcestis, Medea, The Bacchae",Euripides,"""Paul Roche...must be ranked among the great translators of the Greek dramas in our century.""—Robert W. Corrigan",Drama,drama,http://books.google.com/books/content?id=86mVOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,235.0,1974,144.0,17,50,0.0291,0.01,0.0321,0.0211,0.3912,0.025,0.4916,"neutral,surprise"
9780393098211,Red and Black,Henri Beyle;Stendhal;Robert Merrihew Adams,A rakish young man with great ambitions and a remarkable ability to take advantage of profitable situations is the hero of this novel set in nineteenth-century France,Fiction,fiction,http://books.google.com/books/content?id=EcrBer6qdl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87,51.0,1969,572.0,27,55,0.0227,0.0161,0.0083,0.1396,0.023,0.0946,0.6957,"neutral,fear"
9780393307009,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,"A study of the Burgess Shale, a sea bed 530 million years old, and attempts to tackle what the findings are and what it means",Fiction,fiction,http://books.google.com/books/content?id=SjpSkzjIzfsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12,8049.0,1990,352.0,25,34,0.0073,0.0093,0.0128,0.0077,0.0848,0.0138,0.8643,"neutral,surprise"
9780393308198,The Panda's Thumb,Stephen Jay Gould,"In a series of essays giving careful consideration to the theory of evolution, Gould examines some of the more intriguing mysteries of the topic, studying the Piltdown Man hoax, the deceleration of earth's rotation, and other phenomena",Science,science,http://books.google.com/books/content?id=El7dRJiKCHAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,5642.0,1992,352.0,37,32,0.0111,0.0051,0.0084,0.0222,0.0887,0.0098,0.8548,"neutral,surprise"
9780393308556,The Book of Embraces,Eduardo Galeano;Cedric Belfrage,"The author shares brief anecdotes about life in South America, memories of incidents from his own past, and meditations on reading, literature, and freedom",Fiction,fiction,http://books.google.com/books/content?id=-CYdNQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29,2103.0,1992,288.0,24,32,0.0799,0.0158,0.0031,0.0046,0.0068,0.0164,0.8735,"neutral,joy"
9780393310320,Maurice,Edward Morgan Forster,"Set in the elegant Edwardian world of Cambridge undergraduate life, this story by a master novelist introduces us to Maurice Hall when he is fourteen. We follow him through public school and Cambridge, and into his father's firm. In a highly structured society, Maurice is a conventional young man in almost every way--except that his is homosexual.Written during 1913 and 1914, immediately after Howards End, and not published until 1971, Maurice was ahead of its time in its theme and in its affirmation that love between men can be happy. ""Happiness,"" Forster wrote, ""is its keynote.... In Maurice I tried to create a character who was completely unlike myself or what I supposed myself to be: someone handsome, healthy, bodily attractive, mentally torpid, not a bad businessman and rather a snob. Into this mixture I dropped an ingredient that puzzles him, wakes him up, torments him and finally saves him.""",Fiction,fiction,http://books.google.com/books/content?id=ukOKNn64DvkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01,20440.0,1993,256.0,150,31,0.0401,0.2628,0.0079,0.0693,0.0067,0.2057,0.4076,"neutral,sadness"
9780393311037,Hen's Teeth and Horse's Toes,Stephen Jay Gould,"A collection of essays answers questions about key scientific concepts, focusing, in particular, on Darwin's theory of evolution, natural selection, and its impact on biology, natural history, and modern science",Nature,nature,http://books.google.com/books/content?id=EPh9jD0XwR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1,1680.0,1994,416.0,30,30,0.0876,0.0054,0.0082,0.0025,0.0332,0.0131,0.8501,"neutral,joy"
9780393311396,Eight Little Piggies,Stephen Jay Gould,"In the sixth volume of essays from Natural History magazine, a science writer discusses environmental spoliation and the massive extinction of the Earth's species.",Nature,nature,http://books.google.com/books/content?id=_kOoVw0SIhUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09,699.0,1994,480.0,24,30,0.0019,0.0128,0.0205,0.0125,0.0076,0.8743,0.0705,"disgust,neutral"
9780393312768,Black Holes and Time Warps,Kip Thorne;Kip S. Thorne;Stephen Hawking,"Examines such phenomena as black holes, wormholes, singularities, gravitational waves, and time machines, exploring the fundamental principles that control the universe.",Science,science,http://books.google.com/books/content?id=TZ2huhGjpMQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.18,9734.0,1994,624.0,21,30,0.0072,0.0051,0.0122,0.0179,0.0618,0.0232,0.8727,"neutral,surprise"
9780393313963,Girl with Curious Hair,David Foster Wallace,A collection of short stories by David Foster Wallace that explore the different ways people live their lives.,Fiction,fiction,http://books.google.com/books/content?id=cn_rcmInIS8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.88,5471.0,1989,373.0,18,35,0.4057,0.0084,0.005,0.0033,0.0464,0.0089,0.5223,"neutral,joy"
9780393315080,The Wanting Seed,Anthony Burgess,"Tristram Foxe and his wife, Beatrice-Joanna, live in their skyscraper world where official family limitation glorifies homosexuality. Eventually, their world is transformed into a chaos of cannibalistic dining-clubs, fantastic fertility rituals, and wars without anger. It is a novel both extravagantly funny and grimly serious.",Fiction,fiction,http://books.google.com/books/content?id=5Aq2JES6y60C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78,4701.0,1963,288.0,45,61,0.1884,0.6407,0.006,0.0513,0.0047,0.0215,0.0874,"sadness,joy"
9780393315110,Uncommon Ground: Rethinking the Human Place in Nature,William Cronon,"Essays by revisionist historians, scientists, and cultural critics explore the connection between nature and American culture, analyzing how it is packaged and presented at places such as Sea World and the Nature Company stores",Law,law,http://books.google.com/books/content?id=w04mjve7XekC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,649.0,1996,560.0,34,28,0.0117,0.0045,0.0104,0.0041,0.0183,0.0157,0.9353,"neutral,surprise"
9780393315639,Marabou Stork Nightmares,Irvine Welsh,"While lying in a coma in an Edinburgh hospital, Roy Strang experiences strange hallucinatory adventures that recount how he came to be in his current state, from his struggles with his disturbed family to a bizarre quest in Africa",Fiction,fiction,http://books.google.com/books/content?id=j56xfC9NplEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86,8369.0,1997,288.0,39,27,0.003,0.0086,0.0037,0.7465,0.2005,0.0156,0.0222,"fear,surprise"
9780393316025,The Doctor Is Sick,Anthony Burgess,"Dr. Edwin Spindrift, a linguist, decides to escape from the hospital the night before his brain tumor surgery is scheduled and discovers a world of people exists outside his universe of words",Fiction,fiction,http://books.google.com/books/content?id=enhV53MKUWwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.63,932.0,1997,260.0,32,27,0.0149,0.3344,0.0174,0.3033,0.0372,0.0104,0.2824,"sadness,fear"
9780393316049,"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,The Nobel Prize-winning theoretical physicist talks about his adventure-filled life in a series of transcribed taped discussions,Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=ZRoF9aN8qjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28,105685.0,1985,391.0,17,39,0.1399,0.0141,0.0068,0.0065,0.0369,0.0244,0.7714,"neutral,joy"
9780393318289,Reinventing the Enemy's Language,Joy Harjo;Gloria Bird,"Features poetry, fiction, and other writings by Native American women",Fiction,fiction,http://books.google.com/books/content?id=jPtwGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.39,269.0,1998,576.0,10,26,0.1162,0.0098,0.0061,0.0026,0.0306,0.0185,0.8162,"neutral,joy"
9780393318357,The Hemingway Women,Bernice Kert,Profiles the group of extraordinary women who shared Hemingway's life--his mother and four wives--or who served as prototypes for his fictional heroines,Biography & Autobiography,biography & autobiography,http://books.google.com/books/content?id=-Cm-77dysSgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17,268.0,1999,556.0,22,25,0.0454,0.0042,0.0127,0.0168,0.2308,0.0201,0.6701,"neutral,surprise"
9780393318685,Filth,Irvine Welsh,Tells the story of a detective who sees in a racially motivated murder case the chance to win a promotion,Fiction,fiction,http://books.google.com/books/content?id=YfoVviuMvjoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.74,19875.0,1998,393.0,20,26,0.0134,0.0081,0.0196,0.0085,0.0123,0.3693,0.5689,"neutral,disgust"
